sample_id,family_id,label,subtype,scenario,behavior_mode,observation_profile,frame_count,simulator_version,feature_version,requested_depth_mode,fps,seed,split,attempted_missing_fraction,camera_residual_enabled,tracking_drift_enabled,feature_status,feature_config_id,rejection_reason,v_mean,v_std,a_mean,turn_rate_mean,turn_rate_p95,heading_change_ratio,straightness,stationary_ratio,bbox_area_mean,bbox_area_cv,bbox_scale_rate_std,observed_points,duration_seconds,nominal_fps,clock,missing_fraction,longest_missing_seconds,long_gap_count,mean_conf,boundary_fraction,usable_segments,retained_points,heading_valid_fraction,retained_duration_seconds,training_length_group
20260906:baseline:166:bird:falcon:ideal,20260906:baseline:166,bird,falcon,baseline,foraging_zigzag,ideal,64,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,39.28448559098167,3.5913503974305065,4.010910857643758,0.05948079162898151,0.12099158583993237,0.0,0.9992036820843314,0.0,2.91728857327469e-06,0.10691989889750453,0.11122966875227679,64.0,2.1,30.0,timestamp_ms,0.0,0.0006666666666669194,0.0,1.0,0.0,1.0,64.0,1.0,2.1,standard
20260906:sharp_turns:197:drone:consumer_quad:noisy,20260906:sharp_turns:197,drone,consumer_quad,sharp_turns,cruise,noisy,103,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.058252427184465994,True,True,accepted,3b9a6c638c3f3519,,18.944402191768337,7.2973232628566205,19.353684266231976,0.4228093584719265,1.0229951891088056,0.31683168316831684,0.9947455511523909,0.0,3.4044717210273752e-06,0.09620030155578152,0.2438132131866151,97.0,3.4,30.0,timestamp_ms,0.058252427184465994,0.06666666666666665,0.0,0.7449692436000195,0.0,1.0,97.0,1.0,3.4,standard
20260906:sharp_turns:256:bird:falcon:ideal,20260906:sharp_turns:256,bird,falcon,sharp_turns,sudden_escape,ideal,99,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,22.842231531987164,1.2564244323104714,5.032921426013638,0.15630195956694723,0.34958506835777925,0.0,0.9916058497556813,0.0,8.230999391087997e-06,0.17247497363517458,0.0353416402160388,99.0,3.267,29.996939087848176,timestamp_ms,0.0,0.0006632653061226998,0.0,1.0,0.0,1.0,99.0,1.0,3.267,standard
20260906:sharp_turns:16:bird:pigeon:noisy,20260906:sharp_turns:16,bird,pigeon,sharp_turns,foraging_zigzag,noisy,146,3.0.0,3.0.0,crossing,30.0,20260906,train,0.10273972602739723,False,True,accepted,3b9a6c638c3f3519,,14.20512009339213,4.668454464733918,10.993067314826774,0.37809866581834545,0.8559158728597687,0.2803021764471314,0.9926794406622178,0.0,9.85672225482991e-06,0.1997439631558348,0.2569309426814343,131.0,4.833,30.00206910821436,timestamp_ms,0.10273972602739723,0.33366896551724134,1.0,0.8577897116733538,0.0,2.0,131.0,1.0,4.466,standard
20260906:sudden_dash:232:bird:falcon:noisy,20260906:sudden_dash:232,bird,falcon,sudden_dash,glide,noisy,272,3.0.0,3.0.0,receding,30.0,20260906,train,0.11397058823529416,True,True,accepted,3b9a6c638c3f3519,,8.68634233671727,2.3042086648518505,7.172552753511557,0.4307156975370985,1.2684594981353763,0.25197375804913086,0.9973656887450084,0.0,1.074248512684626e-05,0.3152858389229958,0.07047753253426345,241.0,9.033,30.001107051920737,timestamp_ms,0.11397058823529416,0.4666678966789668,1.0,0.8031831621842861,0.0,2.0,241.0,1.0,8.533,standard
20260906:baseline:195:drone:hover_quad:noisy,20260906:baseline:195,drone,hover_quad,baseline,cruise,noisy,369,3.0.0,3.0.0,receding,30.0,20260906,train,0.07588075880758804,True,False,accepted,3b9a6c638c3f3519,,4.396360501746664,0.694349099711773,11.339750642373351,1.1203798222650978,2.9094049068752446,0.7226889146176169,0.984238741003869,0.0,5.0914049673768365e-06,0.20842719339355,0.09239600273891278,341.0,12.267,29.99918480476074,timestamp_ms,0.07588075880758804,0.2666657608695642,1.0,0.8168866078384397,0.0,2.0,341.0,1.0,11.967,standard
20260906:sudden_dash:104:bird:pigeon:noisy,20260906:sudden_dash:104,bird,pigeon,sudden_dash,glide,noisy,85,3.0.0,3.0.0,receding,30.0,20260906,train,0.07058823529411762,True,True,accepted,3b9a6c638c3f3519,,13.852286724616048,2.3686578902594486,19.010972729627362,0.6541148767679684,1.3142539625277663,0.5542168674698797,0.9951581856279591,0.0,1.621223084950796e-06,0.08467085931185321,0.08927917681902714,79.0,2.8,30.0,timestamp_ms,0.07058823529411762,0.09966666666666668,0.0,0.781394336718736,0.0,1.0,79.0,1.0,2.8,standard
20260906:multi_mode:191:bird:seagull:noisy,20260906:multi_mode:191,bird,seagull,multi_mode,sudden_escape,noisy,333,3.0.0,3.0.0,crossing,30.0,20260906,train,0.40240240240240244,True,False,accepted,3b9a6c638c3f3519,,10.749066522299065,1.8360640891373687,7.341696804316143,0.3566835049248755,0.8705095712865579,0.17996599843069735,0.9978481976559933,0.0,1.1995229173909607e-05,0.07339500162815706,0.09875264452828857,199.0,7.3,30.0,timestamp_ms,0.09545454545454546,0.5336666666666668,1.0,0.8395964176720754,0.0,2.0,199.0,1.0,6.733,standard
20260906:baseline:20:drone:fixed_wing_drone:noisy,20260906:baseline:20,drone,fixed_wing_drone,baseline,cruise,noisy,317,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.9369085173501577,True,True,accepted,3b9a6c638c3f3519,,23.267395713700598,0.9784726894523271,9.40111812257585,0.22627454768220073,0.4380840381659522,0.0,0.999256031318752,0.0,1.2099015513743624e-05,0.006767722060300008,0.09783857965660434,20.0,0.633,30.015797788309637,timestamp_ms,0.0,0.0006842105263158219,0.0,0.9013584368809257,0.0,1.0,20.0,1.0,0.633,short
20260906:sharp_turns:197:drone:racing_quad:noisy,20260906:sharp_turns:197,drone,racing_quad,sharp_turns,cruise,noisy,103,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.07766990291262132,True,False,accepted,3b9a6c638c3f3519,,61.469112473067426,26.54453368032441,42.7251228458692,0.3949292162084414,1.1988384686758078,0.27722772277227725,0.9940260071081595,0.0,1.4938757214975522e-06,0.16096660670586807,0.24355768087910648,95.0,3.4,30.0,timestamp_ms,0.07766990291262132,0.03366666666666684,0.0,0.6297645556893422,0.0,1.0,95.0,1.0,3.4,standard
20260906:baseline:135:drone:consumer_quad:noisy,20260906:baseline:135,drone,consumer_quad,baseline,cruise,noisy,114,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.16666666666666663,True,True,accepted,3b9a6c638c3f3519,,46.680121021447064,4.501014638545868,43.77741402199656,0.46788818231622525,1.1481879628416278,0.35352954496213307,0.9968963450617007,0.0,1.1266923164154966e-06,0.07645837498613363,0.1511602242318997,95.0,3.767,29.99734536766658,timestamp_ms,0.16666666666666663,0.3666637168141592,1.0,0.6865217713773354,0.0,2.0,95.0,1.0,3.367,standard
20260906:multi_mode:168:bird:seagull:noisy,20260906:multi_mode:168,bird,seagull,multi_mode,sudden_escape,noisy,84,3.0.0,3.0.0,receding,30.0,20260906,train,0.04761904761904767,False,True,accepted,3b9a6c638c3f3519,,7.9389305821981235,1.2410993968313286,8.901709876186883,0.6310350420470606,1.7366605640044737,0.4878048780487805,0.9541369266912878,0.0,7.202286619107879e-06,0.10228636553280972,0.10884238897821329,80.0,2.767,29.996385977593064,timestamp_ms,0.04761904761904767,0.03366265060240959,0.0,0.8374141746878727,0.0,1.0,80.0,1.0,2.767,standard
20260906:baseline:202:bird:pigeon:ideal,20260906:baseline:202,bird,pigeon,baseline,foraging_zigzag,ideal,389,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,16.364719642554007,4.3584800567928985,8.227775598368341,0.4185722613077974,0.9553919336472059,0.3385012919896641,0.9599109380884457,0.0,1.0316998440070326e-06,0.19238208763974582,0.07934536406153117,389.0,12.933,30.00077321580453,timestamp_ms,0.0,0.0006675257731965714,0.0,1.0,0.0,1.0,389.0,1.0,12.933,standard
20260906:sharp_turns:13:drone:consumer_quad:ideal,20260906:sharp_turns:13,drone,consumer_quad,sharp_turns,cruise,ideal,88,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,30.47812357591366,5.739274268749015,6.770214546670829,0.068620395358789,0.19148568932444288,0.0,0.9986834085332297,0.0,1.0958564519248146e-06,0.0918218287826349,0.14829275777709486,88.0,2.9,30.0,timestamp_ms,0.0,0.0006666666666669194,0.0,1.0,0.0,1.0,88.0,1.0,2.9,standard
20260906:multi_mode:20:bird:falcon:noisy,20260906:multi_mode:20,bird,falcon,multi_mode,foraging_zigzag,noisy,165,3.0.0,3.0.0,approaching,30.0,20260906,train,0.06666666666666665,False,True,accepted,3b9a6c638c3f3519,,11.294163873016803,5.316704202433645,6.313793148118616,0.39017458853602716,1.2821130100667701,0.25766871165644173,0.9459099998777424,0.0,2.3407858782605993e-05,0.3023888384721814,0.1313809097993364,154.0,5.467,29.99817084324127,timestamp_ms,0.06666666666666665,0.06666463414634147,0.0,0.8932426461927114,0.0,1.0,154.0,1.0,5.467,standard
20260906:baseline:256:drone:consumer_quad:ideal,20260906:baseline:256,drone,consumer_quad,baseline,cruise,ideal,113,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,7.673594842561341,0.20277073439955703,0.6166460330902569,0.032750251879533565,0.06679069678526044,0.0,0.9999472366605658,0.0,1.026893041295348e-06,0.08272687663292347,0.0025069629692503993,113.0,3.733,30.002678810608092,timestamp_ms,0.0,0.0006696428571431115,0.0,1.0,0.0,1.0,113.0,1.0,3.733,standard
20260906:baseline:58:drone:fixed_wing_drone:noisy,20260906:baseline:58,drone,fixed_wing_drone,baseline,cruise,noisy,274,3.0.0,3.0.0,receding,30.0,20260906,train,0.04379562043795615,True,False,accepted,3b9a6c638c3f3519,,5.78269458191483,1.1013253123018787,15.227624520527282,1.3093599029775684,3.293337719605298,0.7490774907749079,0.9787546921983579,0.0,2.1246301269192613e-06,0.13741112460310964,0.0963387864576038,262.0,9.067,29.998897099371348,timestamp_ms,0.04029304029304026,0.06666544117647068,0.0,0.8890022540290113,0.0,1.0,262.0,1.0,9.067,standard
20260906:multi_mode:58:bird:falcon:noisy,20260906:multi_mode:58,bird,falcon,multi_mode,sudden_escape,noisy,112,3.0.0,3.0.0,receding,30.0,20260906,train,0.044642857142857095,True,True,accepted,3b9a6c638c3f3519,,9.187498316555402,3.8602623980523427,9.904964891393059,0.6708345349744009,1.497587163452261,0.618181818181818,0.8422827738704733,0.0,6.874223150209529e-06,0.25152668299624903,0.08565825783309346,107.0,3.7,30.0,timestamp_ms,0.044642857142857095,0.03366666666666684,0.0,0.815421451800395,0.0,1.0,107.0,1.0,3.7,standard
20260906:sharp_turns:192:bird:falcon:ideal,20260906:sharp_turns:192,bird,falcon,sharp_turns,sudden_escape,ideal,76,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,37.30475286376093,3.068205486365461,9.721375972354375,0.10195138573200119,0.226260461148931,0.0,0.9976896089037603,0.0,5.7115070448141266e-06,0.19943821930879885,0.11787394290487072,76.0,2.5,30.0,timestamp_ms,0.0,0.0006666666666669194,0.0,1.0,0.0,1.0,76.0,1.0,2.5,standard
20260906:multi_mode:33:bird:pigeon:ideal,20260906:multi_mode:33,bird,pigeon,multi_mode,flap_jitter,ideal,311,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,24.20961147505768,10.254320440376235,10.694647777722848,0.5567515760130781,2.5220240660824436,0.28478964401294493,0.374632693605965,0.0,1.4084618393798126e-06,0.20815560157275867,2.733971979152061,311.0,10.333,30.00096777315397,timestamp_ms,0.0,0.0006677419354845643,0.0,1.0,0.0,1.0,311.0,1.0,10.333,standard
20260906:sharp_turns:11:bird:falcon:ideal,20260906:sharp_turns:11,bird,falcon,sharp_turns,thermal_circle,ideal,65,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,8.29570035561516,1.8016482498883515,5.886063105624149,0.7841029766291253,3.110635755007364,0.34920634920634935,0.9449701794415886,0.0,5.245560607100322e-06,0.09227109914305835,0.03046401319567531,65.0,2.133,30.004688232536335,timestamp_ms,0.0,0.0006718750000002521,0.0,1.0,0.0,1.0,65.0,1.0,2.133,standard
20260906:multi_mode:187:drone:hover_quad:noisy,20260906:multi_mode:187,drone,hover_quad,multi_mode,cruise,noisy,75,3.0.0,3.0.0,receding,30.0,20260906,train,0.10666666666666669,True,False,accepted,3b9a6c638c3f3519,,11.381049501837262,1.9854518636039724,24.192224121707156,0.7487670195369769,1.8592483754685012,0.6164383561643834,0.9919225289624172,0.0,2.4431144623133053e-06,0.03240783640894144,0.08558710848885576,67.0,2.467,29.995946493717067,timestamp_ms,0.10666666666666669,0.16666216216216223,0.0,0.827625250921276,0.0,1.0,67.0,1.0,2.467,standard
20260906:baseline:103:bird:seagull:noisy,20260906:baseline:103,bird,seagull,baseline,foraging_zigzag,noisy,419,3.0.0,3.0.0,crossing,30.0,20260906,train,0.5704057279236276,False,True,accepted,3b9a6c638c3f3519,,26.328408611660063,1.6307949368416583,9.043794164782812,0.18158311370053934,0.40222952532293027,0.005319148936170213,0.9962947036064542,0.0,1.3389444596654123e-05,0.05899322441711269,0.1256810328339461,180.0,6.3,30.0,timestamp_ms,0.052631578947368474,0.03366666666666684,0.0,0.8531349209843533,0.0,1.0,180.0,1.0,6.3,standard
20260906:sharp_turns:11:bird:pigeon:ideal,20260906:sharp_turns:11,bird,pigeon,sharp_turns,thermal_circle,ideal,65,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,8.149027436804575,2.126956237666213,9.710542820633634,1.213273164061253,4.265827344393181,0.5396825396825397,0.7040881690123766,0.0,1.423056238307745e-06,0.03410103476929166,0.035963042306526236,65.0,2.133,30.004688232536335,timestamp_ms,0.0,0.0006718750000002521,0.0,1.0,0.0,1.0,65.0,1.0,2.133,standard
20260906:sudden_dash:107:drone:consumer_quad:ideal,20260906:sudden_dash:107,drone,consumer_quad,sudden_dash,cruise,ideal,395,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,31.83395937139177,9.792107749253725,4.112811393170568,0.013915517864689019,0.03812087471069474,0.0,0.9999684243721196,0.0,1.3378182675654953e-06,0.03606507615841318,0.01062811036816346,395.0,13.133,30.000761440645707,timestamp_ms,0.0,0.0006675126903560313,0.0,1.0,0.0,1.0,395.0,1.0,13.133,standard
20260906:sharp_turns:83:drone:consumer_quad:ideal,20260906:sharp_turns:83,drone,consumer_quad,sharp_turns,cruise,ideal,81,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,13.290366783142494,0.3763940734671407,3.852047622672246,0.24796329838095457,1.0313672863706327,0.21518987341772153,0.9888361271135945,0.0,2.8869172389966913e-06,0.10286844050771297,0.03169422097208967,81.0,2.667,29.996250468691414,timestamp_ms,0.0,0.0006625000000002532,0.0,1.0,0.0,1.0,81.0,1.0,2.667,standard
20260906:sudden_dash:296:drone:fixed_wing_drone:ideal,20260906:sudden_dash:296,drone,fixed_wing_drone,sudden_dash,cruise,ideal,260,3.0.0,3.0.0,receding,30.0,20260906,train,0.0038461538461538325,False,False,accepted,3b9a6c638c3f3519,,5.747978881229921,0.7753989826866394,1.6578395318970336,0.13131736849433406,0.3488507031875622,0.0,0.9966186444874178,0.0,6.430741608302585e-06,0.3030839925126972,0.0073562999055587315,259.0,8.6,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,259.0,1.0,8.6,standard
20260906:sudden_dash:24:drone:fixed_wing_drone:ideal,20260906:sudden_dash:24,drone,fixed_wing_drone,sudden_dash,cruise,ideal,125,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,25.184811712251335,3.5797609913996755,5.71490023174934,0.09570810738154614,0.18612964087792205,0.0,0.9983495327485628,0.0,4.564870931198396e-06,0.0753953330085709,0.11893567354330638,125.0,4.133,30.002419549963708,timestamp_ms,0.0,0.0006693548387099318,0.0,1.0,0.0,1.0,125.0,1.0,4.133,standard
20260906:sudden_dash:226:drone:racing_quad:ideal,20260906:sudden_dash:226,drone,racing_quad,sudden_dash,cruise,ideal,315,3.0.0,3.0.0,crossing,30.0,20260906,train,0.7619047619047619,False,False,accepted,3b9a6c638c3f3519,,130.61334262559387,4.334076755366129,9.035679260562022,0.007373154986713683,0.014503846847088482,0.0,0.999997680221525,0.0,7.278521576959439e-07,0.01746212371894119,0.0048002897424933985,75.0,2.467,29.995946493717067,timestamp_ms,0.0,0.0006621621621624163,0.0,1.0,0.0,1.0,75.0,1.0,2.467,standard
20260906:baseline:22:drone:hover_quad:ideal,20260906:baseline:22,drone,hover_quad,baseline,cruise,ideal,219,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,21.667199962537005,0.5621747597831948,0.7222932638437178,0.010476832403329084,0.025577050770050905,0.0,0.9999839908543972,0.0,9.219147777966518e-07,0.034895216441413,0.010217102915388541,219.0,7.267,29.99862391633411,timestamp_ms,0.0,0.0006651376146795951,0.0,1.0,0.0,1.0,219.0,1.0,7.267,standard
20260906:baseline:201:drone:racing_quad:ideal,20260906:baseline:201,drone,racing_quad,baseline,cruise,ideal,90,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,39.24370944693978,1.9284539388326496,5.605414667454484,0.023421589717349558,0.044298786644604536,0.0,0.9999811683277832,0.0,6.592079687260954e-07,0.14599967878243975,0.005764804606885686,90.0,2.967,29.996629592180653,timestamp_ms,0.0,0.0006629213483148599,0.0,1.0,0.0,1.0,90.0,1.0,2.967,standard
20260906:baseline:42:bird:pigeon:ideal,20260906:baseline:42,bird,pigeon,baseline,foraging_zigzag,ideal,238,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,32.36634148203188,3.194398848342199,5.645426761465644,0.11252479256726121,0.19872001872925762,0.0,0.9966453304553003,0.0,1.3491808922489356e-06,0.06703238993564095,0.18232484759271075,238.0,7.9,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,238.0,1.0,7.9,standard
20260906:sharp_turns:232:bird:pigeon:ideal,20260906:sharp_turns:232,bird,pigeon,sharp_turns,foraging_zigzag,ideal,405,3.0.0,3.0.0,approaching,30.0,20260906,train,0.37530864197530867,False,False,accepted,3b9a6c638c3f3519,,16.98892406704887,1.707000600786521,6.285268522792973,0.282850120759474,0.9039950549229481,0.22891746606849572,0.8942705717324702,0.0,3.4328350412801057e-06,0.23800721591221075,0.06436639613550288,253.0,13.467,29.99925744412267,timestamp_ms,0.37530864197530867,5.066665841584159,1.0,1.0,0.0,2.0,253.0,1.0,8.367,standard
20260906:multi_mode:195:drone:fixed_wing_drone:ideal,20260906:multi_mode:195,drone,fixed_wing_drone,multi_mode,cruise,ideal,271,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,15.790336877019946,6.024168458393998,5.185507344476277,0.26416891884054144,0.6385085647548429,0.15613382899628253,0.7289769549988533,0.0,2.5873180422794144e-06,0.42807105863528294,0.11116668890893974,271.0,9.0,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,271.0,1.0,9.0,standard
20260906:baseline:57:drone:hover_quad:noisy,20260906:baseline:57,drone,hover_quad,baseline,cruise,noisy,149,3.0.0,3.0.0,receding,30.0,20260906,train,0.17449664429530198,True,False,accepted,3b9a6c638c3f3519,,5.285397431590734,0.6893515422590357,15.174865722937447,1.3770601375263365,5.048888204346845,0.742185956912862,0.9816558830339452,0.0,2.908031774504894e-06,0.08907885868668661,0.11589545865600386,123.0,4.9,30.0,timestamp_ms,0.16891891891891897,0.5326666666666667,1.0,0.8317771545583984,0.0,2.0,123.0,1.0,4.3340000000000005,standard
20260906:baseline:30:drone:consumer_quad:noisy,20260906:baseline:30,drone,consumer_quad,baseline,cruise,noisy,280,3.0.0,3.0.0,receding,30.0,20260906,train,0.08571428571428574,False,False,accepted,3b9a6c638c3f3519,,8.724478357508001,1.5345336525577742,20.92782623871677,1.0727339938875677,2.8639448116066824,0.7072235761064006,0.9857252652023137,0.0,1.479175103318804e-06,0.16859905973571698,0.09719097243961586,256.0,9.3,30.0,timestamp_ms,0.08571428571428574,0.4336666666666663,1.0,0.883041288701444,0.0,2.0,256.0,1.0,8.833000000000002,standard
20260906:sharp_turns:137:drone:hover_quad:ideal,20260906:sharp_turns:137,drone,hover_quad,sharp_turns,cruise,ideal,102,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,12.855533187576052,5.423362330660696,5.870458243125517,0.49305803738188053,1.5203630826348,0.42999999999999994,0.9531763742525594,0.0,3.911501231416935e-06,0.1726469042446924,0.23200329759628627,102.0,3.367,29.997029997029994,timestamp_ms,0.0,0.0006633663366339138,0.0,1.0,0.0,1.0,102.0,1.0,3.367,standard
20260906:multi_mode:203:drone:hover_quad:ideal,20260906:multi_mode:203,drone,hover_quad,multi_mode,cruise,ideal,363,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,10.926370641861565,6.883096054994362,4.784122146053784,0.2957265245420804,0.8133312816418291,0.0886426592797784,0.7017461783331481,0.0027624309392265184,7.949313426348565e-06,0.06771824917083727,0.38395388004934417,363.0,12.067,29.999171293610676,timestamp_ms,0.0,0.0006657458563542884,0.0,1.0,0.0,1.0,363.0,0.9944598337950139,12.067,standard
20260906:baseline:185:drone:hover_quad:ideal,20260906:baseline:185,drone,hover_quad,baseline,cruise,ideal,267,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,16.11644216974105,2.273675425865359,1.6028077835690357,0.059653282933597625,0.13912825992043493,0.0,0.9929270633905922,0.0,3.438379976122097e-06,0.06589032975774685,0.09020070503258158,267.0,8.867,29.99887222284876,timestamp_ms,0.0,0.0006654135338352782,0.0,1.0,0.0,1.0,267.0,1.0,8.867,standard
20260906:multi_mode:154:drone:fixed_wing_drone:noisy,20260906:multi_mode:154,drone,fixed_wing_drone,multi_mode,cruise,noisy,173,3.0.0,3.0.0,crossing,30.0,20260906,train,0.23121387283236994,True,False,accepted,3b9a6c638c3f3519,,37.4627626847236,2.1955487543912326,15.22302787038897,0.19463230566628845,0.4481299283499087,0.02941504956024009,0.9987611894648402,0.0,5.5735178112611364e-06,0.12856086925577834,0.17926095441217996,133.0,5.233,30.001910949742022,timestamp_ms,0.15822784810126578,0.5996687898089172,1.0,0.726028396843433,0.0,2.0,133.0,1.0,4.6,standard
20260906:sudden_dash:243:bird:seagull:noisy,20260906:sudden_dash:243,bird,seagull,sudden_dash,sudden_escape,noisy,132,3.0.0,3.0.0,approaching,30.0,20260906,train,0.3257575757575758,True,True,accepted,3b9a6c638c3f3519,,11.812249049636872,3.181846690019393,7.8200762092095575,0.30185137039638504,0.984812498874783,0.12222222222222222,0.9985473030147147,0.0,1.777937855258468e-05,0.1543963989330445,0.11722617444109028,89.0,3.033,30.003297065611605,timestamp_ms,0.03260869565217395,0.03367032967032962,0.0,0.943788898460313,0.0,1.0,89.0,1.0,3.033,standard
20260906:sudden_dash:292:bird:falcon:ideal,20260906:sudden_dash:292,bird,falcon,sudden_dash,flap_jitter,ideal,409,3.0.0,3.0.0,approaching,30.0,20260906,train,0.921760391198044,False,False,accepted,3b9a6c638c3f3519,,19.143632949107797,0.9957339417761325,6.119129511480447,0.02398624863571293,0.04224812446455665,0.0,0.9999910711788702,0.0,1.769072426680182e-05,0.1167870836298201,0.8747051982266358,32.0,1.033,30.00968054211036,timestamp_ms,0.0,0.0006774193548387403,0.0,1.0,0.0,1.0,32.0,1.0,1.033,short
20260906:sudden_dash:151:drone:hover_quad:ideal,20260906:sudden_dash:151,drone,hover_quad,sudden_dash,cruise,ideal,183,3.0.0,3.0.0,approaching,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,11.194075389636545,2.7758541753474684,2.7084763344591645,0.017398997075677505,0.04340582582391338,0.0,0.9998832952638037,0.0,3.6692239564178393e-06,0.2524384619991058,0.016933644207421272,183.0,6.067,29.998351738915446,timestamp_ms,0.0,0.0006648351648358627,0.0,1.0,0.0,1.0,183.0,1.0,6.067,standard
20260906:sharp_turns:59:bird:pigeon:noisy,20260906:sharp_turns:59,bird,pigeon,sharp_turns,flap_jitter,noisy,78,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.17948717948717952,True,True,accepted,3b9a6c638c3f3519,,29.680355496626493,4.411394970763226,19.367344278565664,0.26390892739345784,0.6454396885002736,0.1428811119936112,0.994488916687581,0.0,4.051431168100895e-06,0.08346024428734523,0.32442820438529285,64.0,2.567,29.996104402025708,timestamp_ms,0.17948717948717952,0.3666623376623376,1.0,0.792741951344069,0.0,2.0,64.0,1.0,2.1670000000000003,standard
20260906:baseline:163:drone:hover_quad:noisy,20260906:baseline:163,drone,hover_quad,baseline,cruise,noisy,82,3.0.0,3.0.0,crossing,30.0,20260906,train,0.13414634146341464,True,False,accepted,3b9a6c638c3f3519,,18.29683697574529,1.6881544444715273,34.085184700355626,0.8480531956875504,2.103030605152266,0.6125,0.9920236053306947,0.0,1.1770441160950492e-06,0.02677205048193581,0.06160565715785061,71.0,2.7,30.0,timestamp_ms,0.13414634146341464,0.23366666666666658,0.0,0.8519783812794728,0.0,1.0,71.0,1.0,2.7,standard
20260906:multi_mode:166:bird:falcon:noisy,20260906:multi_mode:166,bird,falcon,multi_mode,glide,noisy,62,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.20967741935483875,True,True,accepted,3b9a6c638c3f3519,,22.081316834658335,2.2365030380389883,9.731387311012652,0.2262910378969199,0.4495465905660068,0.0,0.9989838256025538,0.0,1.1842074594650719e-05,0.1704967779781252,0.20764481112203378,49.0,2.033,30.00491883915396,timestamp_ms,0.20967741935483875,0.33367213114754096,1.0,0.8390364477385283,0.0,2.0,49.0,1.0,1.666,short
20260906:sharp_turns:164:drone:racing_quad:ideal,20260906:sharp_turns:164,drone,racing_quad,sharp_turns,cruise,ideal,156,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.6730769230769231,False,False,accepted,3b9a6c638c3f3519,,33.45513272149121,11.724955357618338,51.062241497418,1.3259269161528875,2.1970310555795978,0.9591836734693874,0.7066517736981144,0.0,4.5546341343372234e-07,0.06972349639474183,0.15763240524708638,51.0,1.6669999999999998,29.994001199760053,timestamp_ms,0.0,0.0006600000000007017,0.0,1.0,0.0,1.0,51.0,1.0,1.6669999999999998,short
20260906:sudden_dash:66:bird:falcon:ideal,20260906:sudden_dash:66,bird,falcon,sudden_dash,sudden_escape,ideal,68,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,29.17703848180819,2.788977262071325,6.354245554888192,0.029679822606966482,0.06404177650322118,0.0,0.9999674193067738,0.0,3.2533106727437915e-06,0.05098871038054043,0.005371820371978113,68.0,2.233,30.00447828034035,timestamp_ms,0.0,0.0006716417910450287,0.0,1.0,0.0,1.0,68.0,1.0,2.233,standard
